timestamp,ax,ay,az,gx,gy,gz
12617,-32768,14600,268,-32768,274,2480
12640,-32328,14880,-6676,-32768,4217,-3116
12662,-29696,15300,-14164,-32768,5280,-7937
12685,-25796,16764,-23544,-32768,-1761,-11091
12706,-24980,15664,-31484,-32768,-4187,-13150
12727,-24428,12140,-32768,-32768,-5735,-15739
12749,-22396,9048,-32768,-21809,3093,-19021
12770,-18424,6540,-32768,-9133,9423,-22289
12785,-13176,5032,-32768,3080,13245,-24352
12814,-9176,4412,-32768,13328,16628,-25299
12837,-6084,5232,-32768,22996,19717,-25747
12858,-996,6352,-32768,31356,19417,-24865
12881,3320,8220,-29812,32767,23476,-22271
12903,4184,7928,-21252,32767,23747,-18932
12926,7136,8104,-13600,32767,20960,-14818
12947,10416,5212,-6896,32767,20159,-9473
12970,11940,2628,-632,32767,26725,-2527
12991,9168,508,4824,32767,32767,4630
13013,6940,-1636,13280,32767,32767,12093
13036,7608,-5180,21560,20109,13962,19637
13057,6264,-6816,23792,9654,12931,26041
13079,-840,-3832,27144,48,19330,31026
13101,-7108,-12,29068,-14179,7379,32767
