timestamp,ax,ay,az,gx,gy,gz
4956,6976,18880,5140,11259,6326,6817
4977,4196,18388,4788,-3866,-1429,-306
5000,12900,7660,4460,-9784,-4168,-4501
5021,12644,-4536,3256,-4856,1132,9639
5043,5864,716,1908,10854,-3037,10180
5065,15120,23024,3372,1358,-4676,-1624
5088,14144,6984,1908,-25534,7296,4756
5109,5324,-16400,2464,-14191,7831,4731
5131,592,-7360,4240,1274,1174,-494
5154,-832,100,2408,-7677,3765,-249
5176,-6108,-20416,-3336,-17244,-302,636
5197,-2644,-32768,-6116,4537,-6140,2708
5220,-6400,-13828,-3232,26985,-10267,4027
5242,2440,4916,-3068,18316,-16727,-11997
5263,8584,1324,-596,-69,-4274,-795
5286,-5144,-16432,2916,6281,-2678,18616
5307,-8048,4192,7688,16232,-19523,6560
5330,4492,-4540,3140,-16792,-23386,-5514
5352,20660,-32768,-14116,1316,-32768,-28187
5375,32767,-4256,-13748,29571,-32768,-11234
5396,32767,11440,-2424,6982,20829,23487
5418,-8224,-9240,-2156,3196,5095,4061
5440,32767,-2884,-23764,32767,-32768,-32768
5462,32767,32767,-28924,32637,-24123,2528
5483,32767,15992,-19364,-15318,32767,32767
5505,-27624,-11676,-6312,-1121,29016,9436
5528,22048,7448,-18760,29092,-32768,-32768
5550,32767,31964,-20916,5815,-11801,-4513
5572,32767,5604,-16244,-23277,32767,32767
5593,-13572,-13236,-5320,-9198,22522,12357
5615,14512,-11232,-4348,7160,-12161,-16425
5637,24516,3392,-3660,3205,10499,-3293
5660,15468,-3596,-6160,-3151,9418,-6122
5681,15632,4348,-4400,4689,8898,-4715
5703,10668,9068,-2900,-6402,8364,-2887
5726,21472,-2268,-8092,-4634,-12,-16095
5748,27664,13204,-8508,6895,10366,-11544
5770,19716,24536,-5976,-8749,17855,-6485
5791,11116,14420,-4948,-13862,13951,-11149
5813,13868,18612,-6076,-10341,2486,-12673
5836,22468,17360,-6800,-21564,10029,-9271
5858,4816,6744,-1168,-26892,15790,2039
5880,3392,-9824,-3428,-17566,-4067,-9135
5902,10168,-5580,-6968,4258,-6709,-15737
5924,7816,19676,-3944,-2971,-13346,-22150
5946,11396,23408,-8160,-30305,-21225,-7966
5968,32767,132,-19612,-32768,-14910,13795
5990,31144,-19276,-19804,-32768,16314,27042
6013,-13092,-32768,-9428,-32768,25472,26247
6034,-4924,-32768,-7424,-6992,-32768,-23562
6056,32767,-4124,-3064,-3726,-25553,-9626
6077,29844,-24832,4396,-32768,32293,29736
6099,-24112,-32768,4036,-7700,11346,12675
6121,9416,-13260,-3916,30375,-32768,-28773
6144,32767,10612,-3932,10823,-14097,-4223
6166,21620,-4836,-2872,-12100,30699,19436
6187,4744,-20572,-2556,7388,-2735,-1293
6209,32767,-3404,-3624,22931,-8007,-10317
6231,29988,4124,8,2172,20171,9955
6253,11740,-17972,-476,1897,12362,6191
6276,26608,-13220,-3800,25138,-9413,-14273
6298,32767,4688,-2612,16021,8215,-8429
6320,26392,-8396,-468,2814,30380,7870
6342,18916,-15596,-160,17953,5045,-9243
6363,32767,-580,448,23720,4210,-8759
6385,32767,4356,3432,9082,20836,13945
6407,15396,-7420,4708,6828,16079,19934
6430,17216,-3136,3100,9161,-7140,3865
6452,32767,-4352,-1724,586,-3247,1955
6473,29944,-11112,-4252,2882,19141,15297
6496,12916,-9124,-4364,9514,15157,8967
6517,12080,-5396,-1328,9920,8761,8030
6539,9124,-2880,892,14593,10557,9913
6561,2160,4476,1592,13991,6771,9321
6584,3924,-796,2128,7806,2935,7626
6605,-1636,-3528,3572,14055,3371,3216
6627,-6908,3472,5628,21246,-4850,-11461
6649,3744,12584,1660,21603,-13238,-15068
6672,13064,14332,2764,12310,-4247,-4750
6693,8540,2744,2048,8319,5098,5121
6716,4476,8000,232,24194,1763,-3176
6737,8472,27476,1916,8380,-59,-7995
6759,13692,4956,1372,-17698,6743,-2369
6781,1720,-14712,-512,7559,11854,2361
6803,3152,17440,508,26821,-5023,-10532
6826,14740,32767,3168,-6040,481,-2745
6847,10580,340,660,-25958,10426,11401
6869,-88,-11216,2236,-2592,7169,10420
6891,-1376,4080,4592,4771,-1981,6446
6914,4216,11504,3852,-5595,-4906,4323
6936,3956,2836,2060,-18811,-175,1049
6958,-8,-11428,-1024,-14702,-4436,-1461
6980,3968,-9060,140,-3105,-4455,245
7002,6944,-13056,28,-5586,-768,12241
7023,-3504,-15292,1392,5436,9022,12043
7045,-19676,-544,3136,6353,1998,580
7067,-5580,-11244,-516,-7162,-23472,64
7090,16860,-22632,4192,8062,-2500,10980
7112,-23500,-344,11036,11733,3191,3833
7133,-6800,-2932,-3552,-1793,-32768,-24984
7157,32767,-21056,-12736,-3999,-32768,-17021
7178,29080,-24504,-2584,23251,27649,25395
7200,-12408,6760,-1828,27584,-32768,-19874
7222,32767,23728,-24432,28863,-32768,-32768
7243,32767,20856,-18700,-9844,23496,32767
7265,-1888,-14884,-9192,1082,32767,32767
7287,13232,964,-13024,19406,-32768,-27573
7310,32767,18808,-19536,10366,-20356,-6268
7332,32767,5172,-12908,-8463,28587,31866
7353,1284,-10008,-6612,45,11809,15751
7376,20188,-7576,-7672,7625,-15923,-12743
7397,32767,4448,-10112,7341,-5878,-8098
7420,32767,3024,-11224,-558,6555,985
7442,22752,-916,-9164,-322,13089,1937
7464,14304,-1252,-8188,1487,8221,-7897
7486,20968,11212,-10440,8561,-1603,-15682
7507,32767,19776,-11696,-12634,3988,-2160
7530,22460,2708,-12432,-16303,23752,19903
7552,6928,4680,-8268,-9953,15760,10341
7573,14284,1944,-9508,-15499,8290,-5189
7596,14644,-5172,-10672,-9545,15561,-8194
7617,9704,15224,-7008,-3369,5196,-11901
7639,20352,18024,-8976,-24386,6451,-3170
7662,16724,-1484,-9840,-26260,17591,6651
7683,5668,1548,-4664,-15900,12492,-494
7706,7992,4604,-4984,-18960,5205,-7452
7727,8740,4680,-6248,-19145,2392,-7933
7749,20552,5020,-9476,-26846,2580,-5743
7772,5928,-568,-4456,-32768,20596,-1673
7793,-6036,-32768,-6772,-32768,-4487,5284
7816,27908,-32768,-12916,-13144,-23996,-23769
7837,32767,-3544,1796,20896,8441,-8084
7860,11080,11560,5428,-32768,12479,8781
7882,11152,-32768,-5228,-32768,5322,-34
7903,16224,-32768,16,15004,-4703,-9749
7926,25128,352,8060,11222,2491,-3208
7947,14964,-10000,5452,-13103,11740,10305
7969,6260,-24532,1688,1471,-400,2404
7992,22196,-13068,-1048,13518,-12531,-10961
8014,32767,-2220,312,13207,1013,-4233
8036,27352,-88,1508,3456,7815,4900
8057,20700,-10084,2248,5098,14688,8436
8079,10860,-8200,5328,13003,2841,-4069
8101,27532,-2212,4028,9256,-8634,-12984
8124,32767,-13160,1736,854,5090,-2634
8146,28880,-18540,4116,13218,15303,-212
8167,21692,-4684,9236,19672,7541,-6046
8189,24308,-1144,8484,11570,1132,166
8211,32116,-5236,4596,7225,781,3157
8233,32332,-9260,492,3621,5524,-859
8256,24464,-9560,-1928,-1889,8905,4312
8277,20460,-15856,-7208,3799,4874,122
8299,21384,-9300,-9236,13368,6013,2996
8321,20732,-4136,-9128,17153,14134,6355
8343,7732,5776,-4616,25672,23581,7764
8365,-6772,21060,-1036,20541,14065,4555
8387,-2004,13604,76,1597,-2757,5639
8409,8432,316,-2452,12682,-2118,9288
8431,8504,23404,-2140,22415,-327,-2249
8453,11236,28368,-80,-6907,5050,-9269
8476,7404,876,-740,-14273,10262,-2332
8497,-144,-2556,2148,2382,9307,5109
8519,-1460,9540,1816,10430,633,-1125
8541,4128,18764,744,-915,-5937,-5905
8563,10248,7160,508,-14174,-2296,-154
8586,7720,-4724,668,-5113,-1120,1204
8607,8720,632,488,4088,-3446,-2003
8630,10428,5112,752,1389,969,-1621
8652,7160,1788,1848,-1764,1865,-1119
8673,9804,-1844,1668,-2912,2039,1967
8695,6792,-8284,1004,-855,8749,2431
8717,-3872,-3852,696,-326,6795,-12822
8740,-3316,-5848,2980,-7327,-5517,-17304
8761,4292,-19196,-1756,-3561,-7957,-5248
8783,3244,-19676,-3916,11941,-5846,339
8805,-820,-10624,-1564,16923,-9606,-10456
8827,7100,-4180,2992,17690,-10203,-11925
8850,-1584,-1240,1624,15822,-6059,-317
8872,-3400,2680,-1196,13047,-22032,-7376
8893,14268,-1016,-8404,5077,-31377,-6132
8916,27544,-8424,-7620,11366,-15486,3660
8938,11412,3916,-4520,19240,-11377,-7449
8961,27172,11820,-13852,22741,-32768,-14850
8981,32767,19164,-19216,20559,-30504,16651
9003,32767,10136,-19004,10485,-2469,24354
9025,32767,7624,-15292,14544,6753,9413
9047,32767,15416,-12344,12474,9110,4458
9069,32348,10904,-11764,6760,9606,5035
9091,27908,15424,-12612,12939,9626,-2617
9113,30892,21700,-11264,-4094,6548,4484
9136,28288,-124,-12032,-13580,17867,16931
9157,13300,-6000,-8476,-1056,16438,10736
9180,11216,-168,-4780,-203,9735,-3380
9201,12148,-1644,-5140,1713,6488,-9810
9223,16420,9212,-5864,5788,3708,-9734
9246,18188,13952,-5012,-3880,10548,-1380
9268,9808,7780,-5052,-9246,11123,-2130
9289,11708,5116,-6268,-2013,3172,-8876
9311,21332,22636,-7832,-1666,504,-8159
9333,25500,18588,-10376,-22354,10580,-1361
9355,15984,4940,-9720,-17692,16282,17
9377,11792,12228,-7304,-15235,7300,-7360
9400,20112,3704,-8548,-19363,9905,-6004
9422,11460,6456,-7020,-7619,9779,-10674
9444,13424,21436,-4188,-22458,4350,-10186
9466,15448,-2824,-7196,-30728,8535,-2581
9487,8720,-1972,-4184,-17175,5135,-2198
9509,7720,-3592,1344,-28567,4160,5426
9531,5948,-29800,-2448,-32010,-6758,4810
9553,11340,-26520,-1444,1393,-14406,-13476
9575,18536,-3000,2616,-6864,-15025,-10113
9598,19352,-15556,-636,-15760,-11126,-1409
9619,22820,-13336,-272,-4691,-14310,-5995
9642,27484,432,3140,-6629,-6612,1813
9663,18344,-3012,3712,-18099,1361,12909
9686,17528,-15716,-484,-15109,-6250,281
9708,30544,-20400,-3160,-3364,-5547,-1074
9729,22668,-5304,1976,10701,13415,9542
9751,9200,3176,3752,-827,2215,6599
9773,23940,-14200,-1448,-3005,-6656,-1089
9796,30212,-10360,-448,14777,3477,-2551
9818,24612,2084,2000,9552,8172,-1695
9839,21992,-6048,1504,5329,3923,-3290
9861,29892,-12140,344,11984,850,-7134
9883,32767,-7640,-340,17426,3637,-9915
9906,32767,-2104,-640,15844,8579,-5806
9928,32767,-2504,1496,11407,22289,10649
9949,13948,-6920,5432,14076,15830,5416
9971,16936,5008,1264,24997,-10563,-14329
9993,32767,23164,-6796,10105,-14862,-4228
10015,32767,1292,-12532,-20232,6994,11855
10037,29348,-24760,-14380,5809,32767,15022
10060,8076,3844,-9052,28422,28268,-580
10082,10944,17464,-4312,10241,20318,1789
10104,6388,5596,-3616,3597,27253,14925
10125,-4144,4352,-1720,10212,23066,14078
10148,-7304,7304,592,10478,11885,7968
