timestamp,ax,ay,az,gx,gy,gz
8082,-84,16060,3104,194,1345,56
8103,-60,16036,3132,203,1379,36
8125,-60,16064,3128,171,1347,46
8147,-52,16144,3172,199,1371,70
8170,-44,16072,3136,213,1371,59
8191,-80,16068,3204,182,1380,45
8213,-84,16084,3260,191,1351,46
8234,-64,16148,3136,202,1359,75
8258,-76,16064,3176,170,1360,50
8280,-68,16052,3140,180,1355,12
8301,-80,16116,3224,187,1398,68
8323,-184,16088,3168,215,1352,51
8345,-104,16092,3176,140,1395,63
8368,-56,16068,3096,198,1342,48
8389,-48,16056,3256,194,1412,60
8411,-112,16096,3164,191,1381,78
8433,-104,16028,3100,218,1343,65
8455,-60,16124,3076,194,1351,49
8477,-100,16076,3148,214,1370,100
8499,-116,16104,3108,179,1398,65
8522,-112,16024,3244,160,1352,45
8543,-120,16092,3156,246,1394,51
8565,-100,16088,3172,180,1343,54
8587,-64,16092,3100,156,1381,54
8609,-48,16120,3096,159,1342,35
8632,-124,16080,3096,222,1378,52
8653,-128,16088,3124,222,1369,55
8675,-92,16052,3244,193,1348,42
8697,-84,16004,3140,180,1379,28
8718,-88,16072,3216,196,1387,53
8741,-24,16076,3084,194,1363,74
8763,-84,16096,3100,177,1362,59
8785,-68,16076,3028,230,1342,16
8807,-76,16056,3056,187,1353,83
8829,-92,16112,3216,206,1356,76
8850,4,16064,3116,176,1360,86
8873,-144,16064,3060,187,1370,59
8895,-112,16104,3100,147,1356,81
8917,-76,16128,3124,187,1350,68
8939,-24,16060,3124,199,1346,48
8961,-100,16036,3160,222,1375,41
8982,-104,16092,3088,160,1346,61
9005,-100,16044,3148,222,1398,89
9028,-124,16064,3176,207,1366,34
9050,-116,16088,3180,208,1401,73
9072,-148,16076,3140,158,1380,75
9093,4,16084,3156,221,1338,48
9115,-40,16116,3160,159,1331,40
9137,-180,16096,3192,203,1379,5
9160,-132,16036,3108,205,1363,64
9181,-104,16112,3136,199,1368,55
9203,-16,16048,3116,198,1337,61
9225,-164,16068,3224,188,1386,46
9247,-156,16108,3160,200,1396,86
9269,-52,16060,3164,224,1339,65
9292,-92,16076,3168,186,1356,55
9313,-128,16112,3236,227,1385,80
9335,-84,16080,3252,217,1370,71
9357,-92,16080,3192,177,1374,65
9379,-4,16032,3176,209,1376,55
9401,-208,16092,3120,201,1373,65
9423,-88,16084,3224,175,1363,56
9445,-144,16104,3180,195,1375,39
9467,-116,16076,3216,212,1364,67
9489,-100,16100,3100,235,1397,70
9511,-120,16084,3124,185,1392,82
9533,-68,16068,3144,191,1353,70
9556,-124,16124,3144,181,1391,38
9577,-112,16080,3108,188,1383,50
9600,-152,16072,3064,203,1346,85
9621,-32,16008,3132,160,1364,54
9643,-72,16128,3212,163,1377,37
9666,-92,16100,3068,201,1355,53
9687,-100,16096,3216,193,1344,76
9710,-148,16108,3192,165,1334,32
9731,-132,16096,3224,216,1375,85
9753,-160,16120,3120,163,1391,32
9775,-72,16164,3156,193,1360,57
9798,-104,16056,3116,199,1388,59
9819,-132,16076,3120,228,1371,63
9842,-56,16088,3044,176,1344,35
9864,-88,16052,3288,218,1400,56
9885,-104,16140,3204,192,1334,35
9907,-148,16032,3156,201,1384,72
9930,-88,16060,3116,188,1398,50
9951,-64,16108,3112,204,1352,73
9973,-108,16072,3140,200,1342,59
9995,-132,16104,3220,166,1360,71
10016,-56,16152,3084,168,1359,55
10039,-96,16072,3128,184,1353,65
10062,-100,16056,3192,208,1349,32
10083,-36,16044,3152,211,1356,38
10105,-212,16088,3172,194,1386,55
10127,-96,16080,3176,213,1347,66
10150,-52,16072,3152,161,1362,39
10171,-40,16132,3108,151,1367,32
10193,-104,16104,3196,184,1371,41
10214,-60,16068,3176,158,1338,42
10237,-52,16092,3164,159,1399,57
10259,-76,16056,3192,182,1344,34
10282,-36,16100,3108,210,1367,59
10302,-72,16108,3152,189,1392,51
10326,-60,16072,3144,194,1364,39
10347,-92,16104,3152,181,1347,55
10369,-120,16096,3112,167,1386,73
10391,-40,16076,3148,160,1364,42
10413,-88,16068,3192,199,1390,76
10436,-140,16024,3116,179,1382,60
10457,-112,16072,3188,169,1337,59
10480,-64,16064,3168,216,1364,62
10501,-112,16124,3176,208,1360,53
10524,-104,16000,3252,150,1390,62
10545,-124,16096,3140,191,1333,60
10568,-68,16160,3132,201,1388,61
10589,-52,16088,3184,203,1359,56
10612,-44,16096,3156,170,1368,51
10632,-124,16060,3112,171,1363,44
10655,-152,16120,3068,208,1362,60
10676,-124,16072,3128,174,1341,25
10699,-140,16080,3180,204,1373,11
10720,-96,16036,3100,169,1388,62
